step,intersection,time_of_day,phase_used,duration,queue_ns,queue_ew,served_ns,served_ew,throughput,avg_wait_proxy,stops,emergency,explanation
477,1,night,NS,12.379831247345543,0,0,4,0,4,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
477,2,night,NS,12.379831247345543,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
478,0,night,NS,12.380794697200184,0,0,4,0,4,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
478,1,night,EW,12.52658678524582,1,0,0,1,1,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
478,2,night,EW,12.52658678524582,2,0,0,0,0,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
479,0,night,EW,12.527088981901514,2,0,0,0,0,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
479,1,night,NS,12.379852658634668,0,1,3,0,3,0.5,1,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
479,2,night,NS,12.381270728397691,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
480,0,night,NS,12.381912785011965,0,1,4,0,4,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
480,1,night,EW,12.5219156850806,1,0,0,2,2,0.5,1,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
480,2,night,EW,12.527747947698,2,0,0,0,0,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
481,0,night,EW,12.522456299159247,2,0,0,2,2,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
481,1,night,NS,12.381006878754423,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
481,2,night,NS,12.382425230466437,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
482,0,night,NS,12.383566171627283,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
482,1,night,EW,12.529459488906525,1,0,0,1,1,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
482,2,night,EW,12.529459488906525,1,0,0,1,1,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
483,0,night,EW,12.530115521236844,1,0,0,0,0,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
483,1,night,NS,12.382769263412008,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
483,2,night,NS,12.382769263412008,0,0,2,0,2,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
484,0,night,NS,12.383517248504845,0,0,2,0,2,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
484,1,night,EW,12.530883432722078,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
484,2,night,EW,12.530883432722078,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
485,0,night,EW,12.531037741774126,2,0,0,0,0,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
485,1,night,NS,12.385082531674094,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
485,2,night,NS,12.385082531674094,0,1,3,0,3,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
486,0,night,NS,12.385723877842857,0,1,3,0,3,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
486,1,night,EW,12.531695906902394,2,0,0,0,0,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
486,2,night,EW,12.525863675683064,2,0,0,2,2,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
487,0,night,EW,12.526056532604091,1,0,0,2,2,0.5,1,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
487,1,night,NS,12.38590668863588,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
487,2,night,NS,12.38590668863588,0,0,4,0,4,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
488,0,night,NS,12.385947305874156,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
488,1,night,EW,12.533387290149186,1,0,0,0,0,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
488,2,night,EW,12.533387290149186,2,0,0,0,0,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
489,0,night,EW,12.533502954602369,2,0,0,0,0,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
489,1,night,NS,12.386056939870043,0,0,2,0,2,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
489,2,night,NS,12.3874766371741,0,0,4,0,4,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
490,0,night,NS,12.388259951477181,0,1,3,0,3,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
490,1,night,EW,12.534306755066499,1,0,0,1,1,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
490,2,night,EW,12.534306755066499,2,0,0,0,0,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
491,0,night,EW,12.528628687430436,2,0,0,2,2,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
491,1,night,NS,12.386986134345271,0,0,2,0,2,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
491,2,night,NS,12.38840608757706,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
492,0,night,NS,12.38936710760989,0,1,4,0,4,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
492,1,night,EW,12.535447024743913,2,0,0,0,0,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
492,2,night,EW,12.535447024743913,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
493,0,night,EW,12.52980743840381,1,0,0,1,1,0.5,1,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
493,1,night,NS,12.389549723946004,0,1,3,0,3,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
493,2,night,NS,12.389549723946004,0,0,4,0,4,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
494,0,night,NS,12.389267715542532,0,1,3,0,3,0.5,1,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
494,1,night,EW,12.53097573682426,2,0,0,2,2,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
494,2,night,EW,12.53680793917344,1,0,0,0,0,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
495,0,night,EW,12.531322237993942,1,0,0,2,2,0.5,1,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
495,1,night,NS,12.391016825176845,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
495,2,night,NS,12.389596165103477,0,0,2,0,2,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
496,0,night,NS,12.390698079714312,0,1,2,0,2,0.5,1,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
496,1,night,EW,12.538285473959272,1,0,0,0,0,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
496,2,night,EW,12.538285473959272,2,0,0,0,0,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
497,0,night,EW,12.532222398352681,1,0,0,2,2,0.5,1,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
497,1,night,NS,12.390479219212663,0,1,2,0,2,0.5,1,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
497,2,night,NS,12.391900134677787,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
498,0,night,NS,12.39143898184142,0,0,2,0,2,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
498,1,night,EW,12.533207428404626,1,0,0,1,1,0.5,1,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
498,2,night,EW,12.53903962599227,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
499,0,night,EW,12.53934738907986,2,0,0,0,0,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
499,1,night,NS,12.391730735318587,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
499,2,night,NS,12.393151983899234,0,1,3,0,3,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
500,0,night,NS,12.393791830118735,0,0,4,0,4,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
500,1,night,EW,12.54000386577073,2,0,0,0,0,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
500,2,night,EW,12.53417168116404,2,0,0,2,2,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
501,0,night,EW,12.540542312419925,1,0,0,1,1,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
501,1,night,NS,12.394302354834473,0,0,4,0,4,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
501,2,night,NS,12.394302354834473,0,0,4,0,4,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
502,0,night,NS,12.394337150875343,0,1,3,0,3,0.5,1,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
502,1,night,EW,12.54203685934565,2,0,0,0,0,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
502,2,night,EW,12.54203685934565,1,0,0,1,1,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
503,0,night,EW,12.536358473130763,1,0,0,2,2,0.5,1,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
503,1,night,NS,12.39590489198207,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
503,2,night,NS,12.394482911492881,0,0,2,0,2,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
504,0,night,NS,12.395583261152186,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
504,1,night,EW,12.543319890726588,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
504,2,night,EW,12.543319890726588,1,0,0,1,1,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
505,0,night,EW,12.543819287051814,1,0,0,0,0,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
505,1,night,NS,12.397479083592735,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
505,2,night,NS,12.396056724681998,0,0,2,0,2,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
506,0,night,NS,12.396801828013635,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
506,1,night,EW,12.544583951080273,2,0,0,0,0,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
506,2,night,EW,12.544583951080273,2,0,0,0,0,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
507,0,night,EW,12.544545595846921,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
507,1,night,NS,12.398188014734771,0,0,4,0,4,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
507,2,night,NS,12.398188014734771,0,1,3,0,3,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
508,0,night,NS,12.399181807163329,0,1,4,0,4,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
508,1,night,EW,12.545565067600423,1,0,0,0,0,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
508,2,night,NS,12.337770862532896,0,1,1,0,1,0.5,1,True,"Neural policy: queues NS/EW=(0,1), time=night, emergency=True | Emergency override: granted immediate green to priority approach."
509,0,night,EW,12.54024710057662,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
509,1,night,NS,12.398245046300941,0,1,2,0,2,0.5,1,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
509,2,night,NS,12.390866031546132,0,1,1,0,1,0.5,1,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
510,0,night,NS,12.399809809425909,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
510,1,night,EW,12.540392626285,2,0,0,2,2,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
510,2,night,EW,12.540392626285,1,0,0,2,2,0.5,1,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
511,0,night,EW,12.54710739347907,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
511,1,night,NS,12.400646807793413,0,1,3,0,3,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
511,2,night,NS,12.399223684648845,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
512,0,night,NS,12.401462321450914,0,1,3,0,3,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
512,1,night,EW,12.542111969443932,2,0,0,2,2,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
512,2,night,EW,12.54794401619126,1,0,0,0,0,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
513,0,night,EW,12.54245719355656,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
513,1,night,NS,12.401789696945823,0,1,4,0,4,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
513,2,night,NS,12.400366298488054,0,1,2,0,2,0.5,1,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
514,0,night,NS,12.402463171196981,0,1,4,0,4,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
514,1,night,EW,12.543148082267406,2,0,0,2,2,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
514,2,night,EW,12.543148082267406,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
515,0,night,EW,12.543723282375602,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
515,1,night,NS,12.403008610278242,0,1,4,0,4,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
515,2,night,NS,12.403008610278242,0,1,4,0,4,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
516,0,night,NS,12.404036427626156,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
516,1,night,EW,12.54477752046726,1,0,0,1,1,0.5,1,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
516,2,night,EW,12.54477752046726,2,0,0,2,2,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
517,0,night,EW,12.551299287230867,1,0,0,0,0,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
517,1,night,NS,12.403266505823458,0,0,2,0,2,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
517,2,night,NS,12.40469060005135,0,1,4,0,4,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
518,0,night,NS,12.404045643084967,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
518,1,night,EW,12.552098641444125,1,0,0,1,1,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
518,2,night,EW,12.546266724217165,2,0,0,2,2,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
519,0,night,EW,12.552788088695529,1,0,0,0,0,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
519,1,night,NS,12.404699393655974,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
519,2,night,NS,12.406123832800239,0,0,4,0,4,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
520,0,night,NS,12.405796765571296,0,0,2,0,2,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
520,1,night,EW,12.553913882676364,2,0,0,0,0,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
520,2,night,EW,12.553913882676364,1,0,0,0,0,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
521,0,night,EW,12.553837343425602,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
521,1,night,NS,12.407148928913676,0,0,4,0,4,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
521,2,night,NS,12.405724184347397,0,0,2,0,2,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
522,0,night,NS,12.408104433426178,0,1,4,0,4,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
522,1,night,EW,12.554817395414812,2,0,0,0,0,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
522,2,night,EW,12.554817395414812,1,0,0,1,1,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
523,0,night,EW,12.549330004631532,1,0,0,2,2,0.5,1,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
523,1,night,NS,12.408431129548207,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
523,2,night,NS,12.407006073977415,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
524,0,night,NS,12.408279184319085,0,1,3,0,3,0.5,1,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
524,1,night,EW,12.556467946884403,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
524,2,night,EW,12.556467946884403,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
525,0,night,EW,12.550827385075783,1,0,0,2,2,0.5,1,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
525,1,night,NS,12.409885980599839,0,1,3,0,3,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
525,2,night,NS,12.409885980599839,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
526,0,night,NS,12.409592044349358,0,1,3,0,3,0.5,1,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
526,1,night,EW,12.551988070067713,1,0,0,2,2,0.5,1,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
526,2,night,EW,12.557819867390448,1,0,0,1,1,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
527,0,night,EW,12.552676192434095,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
527,1,night,NS,12.410244614198973,0,1,2,0,2,0.5,1,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
527,2,night,NS,12.410244614198973,0,1,2,0,2,0.5,1,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
528,0,night,NS,12.411988580568243,0,1,3,0,3,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
528,1,night,EW,12.55300242756932,1,0,0,1,1,0.5,1,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
528,2,night,EW,12.55300242756932,1,0,0,1,1,0.5,1,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
529,0,night,EW,12.553499292822767,1,0,0,2,2,0.5,1,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
529,1,night,NS,12.411033799963885,0,0,2,0,2,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
529,2,night,NS,12.411033799963885,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
530,0,night,NS,12.412128810914693,0,1,2,0,2,0.5,1,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
530,1,night,EW,12.560454281156195,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
530,2,night,EW,12.560454281156195,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
531,0,night,EW,12.554622577740489,2,0,0,2,2,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
531,1,night,NS,12.413555143178934,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
531,2,night,NS,12.413555143178934,0,1,4,0,4,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
532,0,night,NS,12.414721067823912,0,1,3,0,3,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
532,1,night,EW,12.561649808832637,1,0,0,1,1,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
532,2,night,EW,12.555818116985135,2,0,0,2,2,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
533,0,night,EW,12.556352694949844,1,0,0,1,1,0.5,1,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
533,1,night,NS,12.413801369723101,0,1,2,0,2,0.5,1,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
533,2,night,NS,12.415228123444429,0,0,4,0,4,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
534,0,night,NS,12.414754594949603,0,1,2,0,2,0.5,1,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
534,1,night,EW,12.557330370905914,2,0,0,2,2,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
534,2,night,EW,12.563162003192858,2,0,0,0,0,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
535,0,night,EW,12.55733038409929,2,0,0,2,2,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
535,1,night,NS,12.416181636313965,0,1,4,0,4,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
535,2,night,NS,12.416181636313965,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
536,0,night,NS,12.417346657821689,0,0,4,0,4,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
536,1,night,EW,12.558524909423172,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
536,2,night,EW,12.564356521474783,1,0,0,1,1,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
537,0,night,EW,12.565043136120359,1,0,0,1,1,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
537,1,night,NS,12.417998036447381,0,1,4,0,4,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
537,2,night,NS,12.416570557137716,0,1,2,0,2,0.5,1,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
538,0,night,NS,12.417381695134964,0,0,2,0,2,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
538,1,night,EW,12.560043508480117,2,0,0,2,2,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
538,2,night,EW,12.560043508480117,1,0,0,2,2,0.5,1,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
539,0,night,EW,12.566561338883561,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
539,1,night,NS,12.218850677206314,0,1,4,0,4,0.5,1,True,"Neural policy: queues NS/EW=(2,0), time=night, emergency=True | Emergency override: granted immediate green to priority approach."
539,2,night,NS,12.418032625584743,0,1,2,0,2,0.5,1,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
540,0,night,NS,12.420130410436029,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
540,1,night,NS,12.411316714323497,0,2,2,0,2,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
540,2,night,EW,12.561416787971115,2,0,0,2,2,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
541,0,night,EW,12.567972347912415,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
541,1,night,EW,12.556303259842956,1,0,0,2,2,0.5,1,False,"Neural policy: queues NS/EW=(0,2), time=night, emergency=False"
541,2,night,NS,12.420817336780004,0,1,4,0,4,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
542,0,night,NS,12.421487234311112,0,0,4,0,4,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
542,1,night,NS,12.42005893312998,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
542,2,night,EW,12.562827687454142,2,0,0,2,2,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
543,0,night,EW,12.570068315993016,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
543,1,night,EW,12.570068315993016,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
543,2,night,NS,12.422824217174462,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
544,0,night,NS,12.423141373100725,0,1,3,0,3,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
544,1,night,NS,12.423141373100725,0,0,3,0,3,0.0,0,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
544,2,night,EW,12.57039343868413,1,0,0,0,0,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
545,0,night,EW,12.565399638657127,2,0,0,1,1,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
545,1,night,EW,12.571230889845932,2,0,0,0,0,1.0,2,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
545,2,night,NS,12.422507185772265,0,0,2,0,2,0.0,0,False,"Neural policy: queues NS/EW=(1,0), time=night, emergency=False"
546,0,night,NS,12.423900756457353,0,1,4,0,4,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
546,1,night,NS,12.423900756457353,0,1,4,0,4,0.5,1,False,"Neural policy: queues NS/EW=(2,0), time=night, emergency=False"
546,2,night,EW,12.571194802578276,1,0,0,0,0,0.5,1,False,"Neural policy: queues NS/EW=(0,0), time=night, emergency=False"
547,0,night,EW,12.566429133766622,2,0,0,2,2,1.0,2,False,"Neural policy: queues NS/EW=(0,1), time=night, emergency=False"
